prix	livraison	etat	retour	memoire	console	manette	cable	nbjeu	edition
117.11	29.69	Occasion	Oui	0	Saturn	NaN	oui	0.0	non
279.2	0.0	Neuf	Oui	0	PS Vita	NaN	oui	0.0	non
167.56	7.1	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
327.18	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	non
162.96	0.0	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
120.0	11.9	Occasion	Non	320.0	PS3 slim	oui	oui	0.0	non
193.36	0.0	Occasion	Oui	0	PS2	oui	oui	18.0	non
165.0	0.0	Occasion	Non	0	Wii U	NaN	oui	0.0	non
49.0	8.0	Neuf	Non	0	Switch lite	NaN	oui	0.0	non
74.9	12.9	Occasion	Non	0	N64	oui	oui	0.0	non
69.1	0.0	Neuf	Oui	0	Game&Watch	oui	oui	0.0	non
599.0	0.0	Neuf	Non	0	3DS XL	NaN	oui	0.0	oui
142.97	35.75	Reconditionné par le vendeur	Oui	0	N64	NaN	oui	0.0	non
480.51	0.0	Neuf	Oui	0	Switch	NaN	oui	0.0	non
760.0	30.0	Neuf	Non	0	PS5 blu-ray	NaN	oui	0.0	non
116.65	30.48	Occasion	Oui	0	SNES	NaN	oui	0.0	non
110.0	0.0	Occasion	Non	0	DSlite	NaN	oui	0.0	non
360.0	10.0	Neuf	Non	0	Switch	NaN	oui	0.0	oui
24.99	0.0	Pour pièces détachées/ne fonctionne pas	Non	250.0	Xbox 360s	oui	non	0.0	non
299.99	0.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
189.0	0.0	Neuf	Non	0	Game Gear	oui	oui	4.0	non
79.0	6.0	Occasion	Non	0	2DS	NaN	oui	0.0	oui
55.0	10.0	Occasion	Non	0	2DS	NaN	oui	0.0	non
200.0	0.0	Occasion	Non	120.0	Xbox 360	NaN	oui	0.0	non
312.11	0.0	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
218.2	0.0	Occasion	Oui	0	PS Vita	oui	oui	0.0	non
239.99	7.0	Occasion	Oui	0	Switch lite	NaN	oui	0.0	non
260.0	19.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
390.0	12.0	Neuf	Non	0	Switch	NaN	oui	0.0	oui
383.66	39.68	Occasion	Oui	500.0	PS4	oui	oui	0.0	non
988.59	0.0	Neuf	Oui	500.0	PS4	NaN	oui	0.0	non
119.0	14.0	Occasion	Non	500.0	Xbox One	oui	oui	0.0	non
303.18	0.0	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
105.0	0.0	Occasion	Non	0	SNES	oui	oui	0.0	non
55.0	10.0	Occasion	Non	0	DSlite	NaN	oui	0.0	non
750.0	20.0	Neuf	Non	0	PS5 digital	NaN	oui	0.0	non
530.18	8.85	Occasion	Oui	1000.0	PS4 PRO	NaN	oui	0.0	non
1151.03	0.0	Neuf	Oui	500.0	Xbox One	NaN	oui	0.0	oui
250.0	20.0	Occasion	Non	500.0	Xbox One S	oui	oui	7.0	non
224.49	0.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
199.99	0.0	Occasion	Non	0	3DS	NaN	oui	0.0	non
750.0	0.0	Occasion	Non	0	PS5 blu-ray	NaN	oui	0.0	non
316.71	0.0	Occasion	Oui	0	2DS	NaN	oui	0.0	non
216.53	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	oui
277.76	0.0	Neuf	Oui	0	PS Vita	NaN	oui	0.0	non
60.0	10.0	Occasion	Non	0	Wii	oui	oui	0.0	non
35.0	12.0	Reconditionné par le vendeur	Non	0	DSlite	NaN	oui	0.0	non
60.0	6.0	Occasion	Non	0	Game Boy Color	NaN	oui	0.0	non
488.79	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	non
54.9	0.0	Occasion	Non	0	PS1	NaN	oui	0.0	non
33.9	53.14	Occasion	Oui	0	PS1	NaN	oui	0.0	non
45.0	10.0	Occasion	Non	0	DSi	oui	oui	0.0	non
910.0	25.0	Neuf	Non	0	PS5 digital	NaN	oui	0.0	non
140.0	6.0	Occasion	Non	0	PS Vita	NaN	oui	0.0	non
360.76	0.0	Occasion	Oui	0	NGPC	NaN	oui	0.0	non
82.31	0.0	Neuf	Oui	0	PS Vita	NaN	oui	0.0	non
706.35	0.0	Neuf	Oui	0	Xbox	NaN	oui	0.0	oui
379.0	15.0	Neuf	Non	0	PS1	NaN	oui	0.0	non
479.0	0.0	Neuf	Non	0	Switch	NaN	oui	2.0	non
86.77	0.0	Neuf	Oui	0	Game&Watch	NaN	oui	0.0	non
114.07	26.46	Occasion	Oui	0	WonderSwan	NaN	oui	0.0	non
68.23	26.57	Pour pièces détachées/ne fonctionne pas	Oui	0	WonderSwan	NaN	oui	0.0	non
199.9	0.0	Neuf	Oui	0	DSi	NaN	oui	0.0	non
154.34	21.13	Neuf	Oui	0	GBA	NaN	oui	0.0	non
116.9	75.46	Reconditionné par le vendeur	Oui	0	Wii	oui	oui	0.0	non
110.0	12.0	Occasion	Oui	0	N64	NaN	oui	0.0	non
80.0	6.0	Occasion	Non	0	GBA SP	NaN	oui	0.0	non
750.0	30.0	Neuf	Non	0	PS5 blu-ray	NaN	oui	0.0	non
333.17	0.0	Occasion	Oui	0	PSP	oui	oui	0.0	non
70.14	10.63	Occasion	Oui	0	SNES	oui	oui	0.0	non
120.0	12.0	Occasion	Non	0	3DS XL	NaN	oui	1.0	non
158.3	0.0	Occasion	Oui	0	PS1	NaN	oui	0.0	non
477.38	0.0	Neuf	Oui	0	PSP	NaN	oui	0.0	oui
380.0	30.0	Occasion	Non	60.0	PS3	NaN	oui	0.0	non
340.0	0.0	Neuf	Non	0	Switch	NaN	oui	0.0	non
530.0	0.0	Neuf	Non	0	Switch	oui	oui	0.0	oui
50.0	6.0	Pour pièces détachées/ne fonctionne pas	Non	0	PSP	NaN	oui	0.0	non
49.99	5.9	Occasion	Non	0	DSi	NaN	oui	0.0	non
241.42	0.0	Neuf	Oui	0	3DS	NaN	oui	0.0	non
40.0	15.0	Occasion	Oui	0	Wii	oui	oui	0.0	non
119.99	5.0	Neuf	Oui	0	Game&Watch	NaN	oui	0.0	oui
214.01	20.92	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
84.62	69.07	Neuf	Oui	0	Atari 2600	NaN	oui	0.0	non
770.0	30.0	Neuf	Non	0	PS5 blu-ray	oui	oui	0.0	non
116.32	0.0	Pour pièces détachées/ne fonctionne pas	Oui	0	Xbox	NaN	oui	0.0	non
235.24	0.0	Neuf	Oui	0	2DS	oui	oui	0.0	non
1955.25	35.59	Occasion	Oui	0	Atari 7800	NaN	oui	36.0	non
39.99	0.0	Occasion	Non	0	Wii	oui	oui	0.0	non
201.71	21.84	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
70.0	0.0	Occasion	Non	0	Wii	oui	oui	3.0	non
600.0	0.0	Occasion	Non	2000.0	Xbox One	NaN	oui	0.0	non
44.99	10.0	Pour pièces détachées/ne fonctionne pas	Oui	60.0	PS3	NaN	oui	0.0	non
65.0	4.2	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
250.0	0.0	Occasion	Non	1000.0	PS4	oui	oui	0.0	oui
125.0	15.0	Occasion	Oui	0	Game cube	oui	oui	0.0	non
229.34	0.0	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
70.0	0.0	Occasion	Non	0	DSlite	NaN	oui	0.0	non
59.95	4.0	Neuf	Non	0	Game&Watch	NaN	oui	0.0	non
55.0	21.0	Pour pièces détachées/ne fonctionne pas	Non	250.0	PS3 slim	oui	oui	0.0	non
100.0	10.0	Occasion	Non	0	Game Boy Color	NaN	oui	0.0	non
19.99	5.0	Occasion	Oui	NaN	Xbox 360s	NaN	oui	0.0	non
192.49	20.92	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
58.0	5.95	Occasion	Oui	0	PS2	oui	oui	1.0	non
186.59	0.0	Occasion	Oui	0	N64	NaN	oui	0.0	non
437.03	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	oui
62.0	0.0	Occasion	Oui	0	SNES	oui	non	0.0	non
102.96	0.0	Neuf	Oui	0	Nintendo Mini	NaN	oui	0.0	non
180.0	0.0	Occasion	Non	0	Mega Drive	NaN	oui	0.0	non
807.08	0.0	Neuf	Oui	1000.0	PS4	oui	oui	0.0	oui
250.0	7.0	Occasion	Non	0	3DS XL	NaN	oui	0.0	non
60.0	16.0	Reconditionné par le vendeur	Non	0	DSlite	NaN	oui	0.0	non
120.0	6.0	Neuf	Oui	0	Game&Watch	NaN	oui	0.0	oui
116.92	31.88	Occasion	Oui	0	Saturn	NaN	oui	0.0	non
264.79	0.0	Neuf	Oui	0	2DS	oui	oui	0.0	non
148.76	21.04	Neuf	Oui	0	GBA SP	NaN	oui	0.0	non
169.99	9.99	Occasion	Oui	0	Wii	NaN	oui	14.0	non
224.49	0.0	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
250.0	0.0	Neuf	Non	0	DSi	oui	oui	0.0	non
49.99	8.99	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
97.0	6.5	Occasion	Non	500.0	PS3 ultra slim	NaN	oui	0.0	non
50.0	15.0	Pour pièces détachées/ne fonctionne pas	Non	0	Master System II	NaN	oui	0.0	non
116.92	31.88	Occasion	Oui	0	Saturn	NaN	oui	0.0	non
343.88	17.72	Neuf	Oui	0	GBA	NaN	oui	0.0	non
208.99	7.99	Occasion	Oui	250.0	PS3	NaN	oui	0.0	oui
105.0	20.0	Occasion	Non	500.0	PS3 ultra slim	oui	oui	4.0	non
180.0	15.0	Occasion	Non	0	Wii	oui	oui	9.0	non
255.0	10.0	Neuf	Non	0	Switch	NaN	oui	0.0	non
49.0	17.0	Occasion	Non	0	Xbox	oui	oui	0.0	non
235.24	0.0	Neuf	Oui	0	2DS	oui	oui	0.0	non
135.0	15.0	Occasion	Non	0	PS2 slim	oui	oui	20.0	non
415.1	0.0	Occasion	Oui	0	PS Vita	oui	oui	0.0	non
117.11	29.74	Occasion	Oui	0	Saturn	NaN	oui	0.0	non
73.01	21.29	Pour pièces détachées/ne fonctionne pas	Oui	0	Game Boy	NaN	oui	0.0	non
410.56	0.0	Neuf	Oui	0	2DS	NaN	oui	0.0	oui
189.0	0.0	Neuf	Non	0	Game Gear	oui	oui	4.0	non
150.0	0.0	Neuf	Non	4.0	Xbox 360	oui	oui	0.0	non
131.47	26.62	Neuf	Oui	0	Neo-Geo AES	NaN	oui	0.0	non
50.0	15.0	Occasion	Non	0	Wii	oui	oui	0.0	non
19.8	8.0	Pour pièces détachées/ne fonctionne pas	Non	0	Xbox	oui	oui	0.0	non
346.71	0.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
153.7	20.96	Neuf	Oui	0	GBA	NaN	oui	0.0	non
11.0	7.9	Pour pièces détachées/ne fonctionne pas	Oui	NaN	Xbox 360s	NaN	oui	0.0	non
150.0	0.0	Occasion	Oui	500.0	PS3 ultra slim	oui	oui	22.0	non
100.0	0.0	Occasion	Non	0	DSi	NaN	oui	0.0	non
219.0	12.95	Occasion	Non	0	Dreamcast	oui	non	0.0	non
390.0	0.0	Neuf	Non	0	Switch	NaN	oui	0.0	oui
90.0	10.0	Occasion	Non	0	Wii U	oui	oui	0.0	non
100.0	0.0	Occasion	Non	0	DSi	NaN	oui	0.0	non
260.0	0.0	Neuf	Non	0	DSi	oui	oui	0.0	non
250.0	19.0	Occasion	Non	1000.0	PS4 slim	NaN	oui	0.0	non
143.95	0.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
75.0	4.9	Neuf	Oui	0	Switch lite	NaN	oui	0.0	non
35.0	12.0	Reconditionné par le vendeur	Non	0	DSlite	NaN	oui	0.0	non
80.0	6.0	Occasion	Non	0	GBA	NaN	oui	0.0	non
380.0	6.0	Occasion	Non	0	Switch	oui	oui	0.0	oui
44.0	5.95	Occasion	Non	250.0	Xbox 360s	non	oui	0.0	non
24.99	3.0	Pour pièces détachées/ne fonctionne pas	Non	0	PSP	NaN	oui	0.0	non
59.9	12.9	Occasion	Non	0	N64	oui	oui	0.0	non
181.29	31.06	Occasion	Oui	0	Game Gear	oui	oui	0.0	non
175.93	25.99	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
770.0	15.0	Neuf	Non	0	PS5 blu-ray	NaN	oui	0.0	non
130.0	6.0	Reconditionné par le vendeur	Non	0	Game Boy	NaN	oui	0.0	non
379.0	10.0	Neuf	Oui	0	Switch	oui	oui	0.0	non
36.0	6.5	Occasion	Oui	0	DSi XL	NaN	oui	0.0	non
63.35	46.93	Occasion	Oui	0	NES	NaN	oui	0.0	non
60.0	14.0	Occasion	Oui	0	PS2 slim	oui	oui	13.0	non
35.0	9.0	Occasion	Non	0	Wii	oui	oui	0.0	non
359.71	8.83	Occasion	Oui	0	Neo-Geo AES	oui	oui	0.0	oui
60.0	9.6	Reconditionné par le vendeur	Non	0	N64	oui	oui	0.0	non
125.0	10.0	Reconditionné par le vendeur	Non	0	2DSXL	NaN	oui	0.0	non
75.0	5.0	Neuf	Non	0	Switch lite	NaN	oui	0.0	non
449.0	0.0	Neuf	Non	0	Switch OLED	NaN	oui	0.0	non
69.99	5.9	Occasion	Non	0	Nintendo Mini	oui	oui	0.0	non
237.18	8.64	Occasion	Oui	250.0	PS3	NaN	oui	0.0	oui
80.0	5.0	Occasion	Oui	0	WonderSwan Color	NaN	oui	0.0	non
151.72	0.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
73.0	15.0	Occasion	Oui	0	Mega Drive	NaN	oui	0.0	non
79.9	9.9	Reconditionné par le vendeur	Non	0	Game Boy Color	NaN	oui	0.0	non
789.0	15.0	Neuf	Non	0	PS5 digital	NaN	oui	0.0	non
140.0	3.95	Occasion	Non	0	2DS	NaN	oui	0.0	oui
35.0	0.0	Occasion	Non	0	Game cube	non	non	0.0	non
300.0	7.0	Occasion	Non	0	NES	NaN	oui	0.0	oui
230.66	0.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
84.61	24.22	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
320.0	0.0	Neuf	Non	0	Switch lite	NaN	oui	0.0	oui
29.34	27.55	Neuf	Oui	0	Neo-Geo AES	oui	oui	0.0	non
11.3	31.81	Pour pièces détachées/ne fonctionne pas	Oui	0	PS2	NaN	oui	0.0	non
150.0	0.0	Reconditionné par le vendeur	Non	500.0	Xbox One	NaN	oui	0.0	non
150.0	0.0	Occasion	Non	0	Wii	oui	oui	0.0	non
79.5	10.63	Occasion	Oui	0	Dreamcast	oui	oui	0.0	non
750.0	0.0	Neuf	Non	0	PS5 blu-ray	NaN	oui	0.0	non
343.88	17.92	Neuf	Oui	0	GBA	NaN	oui	0.0	non
129.0	6.5	Reconditionné par le vendeur	Non	0	Game Boy	NaN	oui	0.0	non
325.0	6.0	Occasion	Non	0	3DS XL	NaN	oui	0.0	non
380.93	100.76	Occasion	Oui	0	Neo-Geo AES	NaN	oui	0.0	non
850.0	25.0	Neuf	Non	0	PS5 digital	NaN	oui	0.0	non
561.15	22.76	Occasion	Oui	0	3DS	NaN	oui	0.0	non
550.0	0.0	Occasion	Non	500.0	PS4	oui	oui	0.0	non
755.08	8.85	Neuf	Oui	NaN	PS4	NaN	oui	0.0	oui
50.0	15.0	Occasion	Non	0	Wii	oui	oui	0.0	oui
30.0	10.0	Occasion	Non	0	DSlite	NaN	oui	0.0	non
274.05	0.0	Neuf	Oui	0	PS Vita	NaN	oui	0.0	non
212.95	0.0	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
349.0	12.0	Occasion	Non	0	Game&Watch	NaN	oui	0.0	non
200.0	0.0	Neuf	Non	0	Game&Watch	NaN	oui	0.0	non
656.17	0.0	Neuf	Oui	0	Switch	NaN	oui	0.0	oui
499.99	0.0	Neuf	Oui	0	Switch	oui	oui	0.0	oui
85.02	14.77	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
22.9	0.0	Pour pièces détachées/ne fonctionne pas	Non	0	PS2	oui	non	0.0	non
120.0	8.0	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
105.0	14.1	Occasion	Non	0	Wii U	oui	oui	0.0	non
73.4	12.0	Occasion	Oui	0	SNES	NaN	oui	0.0	non
170.02	0.0	Occasion	Oui	0	NES	NaN	oui	0.0	non
153.7	21.0	Neuf	Oui	0	GBA	NaN	oui	0.0	non
169.99	9.99	Occasion	Non	0	Switch lite	NaN	oui	0.0	non
189.99	0.0	Occasion	Non	0	Mega Drive	NaN	oui	0.0	non
75.0	5.0	Occasion	Oui	0	N64	oui	oui	0.0	non
119.0	10.75	Occasion	Non	0	GBA SP	NaN	oui	0.0	oui
34.9	3.95	Occasion	Non	0	Wii	oui	oui	0.0	non
120.0	14.35	Occasion	Non	0	NES	oui	oui	3.0	non
35.0	6.0	Occasion	Non	0	Mega Drive II	oui	non	0.0	non
89.99	6.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
100.0	8.0	Occasion	Non	0	2DSXL	NaN	oui	3.0	non
140.0	5.0	Neuf	Non	0	Nintendo Mini	NaN	oui	0.0	non
250.0	15.0	Occasion	Non	0	Dreamcast	oui	oui	0.0	non
70.0	9.0	Occasion	Non	0	PS2	oui	oui	0.0	non
179.0	0.0	Occasion	Non	0	3DS XL	NaN	oui	1.0	non
49.9	3.95	Occasion	Oui	0	SNES	oui	non	0.0	non
99.9	4.9	Occasion	Oui	0	N64	oui	oui	4.0	non
49.9	5.9	Occasion	Oui	0	Game cube	non	oui	0.0	non
169.0	4.5	Occasion	Non	0	Game&Watch	NaN	oui	0.0	non
399.0	0.0	Reconditionné par le vendeur	Non	0	Switch	oui	oui	0.0	non
149.9	6.95	Occasion	Oui	0	PS Vita	NaN	oui	0.0	non
250.0	15.0	Occasion	Non	0	Game cube	oui	oui	0.0	non
68.9	4.95	Occasion	Non	0	N64	oui	oui	0.0	non
70.0	0.0	Occasion	Oui	80.0	PS3	oui	oui	0.0	non
90.0	5.0	Occasion	Non	0	N64	NaN	oui	0.0	non
149.0	0.0	Occasion	Non	0	Wii U	NaN	oui	0.0	non
69.0	3.95	Occasion	Oui	0	Game Boy Color	NaN	oui	1.0	non
79.99	6.95	Reconditionné par le vendeur	Oui	0	NES	oui	oui	0.0	non
92.0	0.0	Occasion	Non	0	Wii U	NaN	oui	4.0	non
120.0	6.0	Occasion	Non	0	Game Boy Color	NaN	oui	5.0	non
57.4	4.6	Occasion	Oui	0	GBA	NaN	oui	0.0	non
49.9	3.95	Occasion	Oui	0	NES	oui	non	0.0	non
90.0	20.5	Occasion	Non	320.0	PS3	oui	oui	0.0	non
289.0	24.99	Neuf	Oui	4.0	Xbox 360	NaN	oui	0.0	non
70.0	3.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
79.9	4.9	Occasion	Oui	160.0	PS3 slim	oui	oui	0.0	non
59.0	3.95	Occasion	Oui	0	GBA	NaN	oui	1.0	non
85.0	12.0	Occasion	Non	0	3DS	NaN	oui	1.0	non
29.9	5.0	Occasion	Oui	0	PS1	non	oui	0.0	non
55.0	3.95	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
359.9	0.0	Occasion	Non	0	Jaguar	oui	oui	0.0	non
220.0	10.49	Occasion	Oui	0	Switch	oui	oui	0.0	non
169.99	15.99	Occasion	Oui	0	SNES	oui	oui	0.0	non
130.0	12.0	Occasion	Non	0	3DS XL	NaN	oui	1.0	non
34.0	8.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
59.99	3.95	Occasion	Oui	0	3DS	NaN	oui	0.0	non
90.0	15.0	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
85.0	8.0	Occasion	Non	250.0	PS3 ultra slim	oui	oui	12.0	non
94.9	5.45	Occasion	Non	0	SNES	oui	oui	0.0	non
399.0	6.0	Neuf	Non	0	Wii	oui	oui	10.0	non
199.0	19.5	Occasion	Non	0	PS2 slim	oui	oui	0.0	non
199.0	8.0	Occasion	Oui	0	Switch	NaN	oui	0.0	non
25.0	15.0	Pour pièces détachées/ne fonctionne pas	Oui	1000.0	Xbox One S	non	oui	0.0	non
200.0	20.0	Occasion	Oui	0	N64	NaN	oui	0.0	non
139.0	6.45	Occasion	Non	0	GBA	NaN	oui	0.0	non
50.0	7.9	Pour pièces détachées/ne fonctionne pas	Oui	500.0	PS4	non	oui	0.0	non
380.0	6.0	Neuf	Non	0	3DS XL	NaN	oui	0.0	oui
220.0	10.49	Occasion	Oui	0	Switch	oui	oui	0.0	non
80.0	0.0	Occasion	Non	0	SNES	oui	oui	0.0	non
179.95	0.0	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
299.0	12.99	Neuf	Oui	0	PS2	oui	oui	0.0	non
110.0	8.0	Occasion	Non	0	SNES	oui	oui	0.0	non
155.0	14.9	Occasion	Non	0	NES	NaN	non	0.0	non
199.9	6.9	Occasion	Oui	0	3DS XL	NaN	oui	0.0	oui
55.0	15.0	Occasion	Non	320.0	PS3 slim	NaN	oui	5.0	non
63.9	5.45	Occasion	Non	0	N64	oui	oui	0.0	non
250.0	0.0	Reconditionné par le vendeur	Non	500.0	PS4	oui	oui	8.0	non
135.0	0.0	Neuf	Non	0	Nintendo Mini	oui	oui	1.0	non
109.9	4.9	Occasion	Oui	320.0	PS3 slim	oui	oui	0.0	non
150.0	6.0	Occasion	Non	0	PSP	NaN	oui	1.0	non
79.9	5.45	Occasion	Non	0	Game cube	oui	oui	0.0	non
188.0	19.0	Occasion	Oui	0	Dreamcast	oui	oui	0.0	non
890.0	0.0	Occasion	Non	0	Switch	oui	oui	18.0	non
349.99	11.0	Occasion	Non	0	Mega Drive	oui	oui	0.0	non
180.0	6.0	Neuf	Non	0	SNES	NaN	oui	0.0	non
110.0	15.0	Occasion	Non	0	Mega Drive	oui	oui	0.0	non
49.9	3.95	Occasion	Oui	0	NES	oui	non	0.0	non
145.0	0.0	Neuf	Non	0	Nintendo Mini	oui	oui	1.0	non
190.0	20.0	Occasion	Non	60.0	PS3	oui	oui	0.0	non
50.0	7.0	Occasion	Non	0	PS1	oui	oui	0.0	non
59.9	5.99	Occasion	Non	0	PS2	oui	oui	0.0	non
399.99	13.0	Occasion	Non	0	Xbox	NaN	oui	0.0	oui
39.9	5.9	Occasion	Oui	0	PS2	oui	oui	0.0	non
49.99	4.5	Occasion	Oui	12.0	PS3 ultra slim	oui	non	0.0	non
69.9	0.0	Occasion	Non	0	PS1	NaN	oui	0.0	non
27.0	4.0	Pour pièces détachées/ne fonctionne pas	Oui	0	2DS	NaN	oui	0.0	non
169.9	5.45	Occasion	Non	0	N64	oui	oui	0.0	non
39.0	0.0	Reconditionné par le vendeur	Non	0	Game Gear	oui	non	0.0	non
360.0	12.0	Occasion	Non	0	Switch	oui	oui	12.0	non
279.9	6.95	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
79.9	5.45	Occasion	Non	0	Game cube	oui	oui	0.0	non
145.0	10.0	Occasion	Oui	0	Switch lite	NaN	oui	0.0	non
39.99	3.95	Occasion	Oui	0	Game cube	oui	non	0.0	oui
300.0	0.0	Neuf	Oui	0	3DS XL	NaN	oui	0.0	non
119.9	5.45	Occasion	Non	0	Game cube	oui	oui	0.0	non
50.0	8.9	Occasion	Oui	320.0	PS3 slim	non	non	0.0	non
14.9	4.6	Pour pièces détachées/ne fonctionne pas	Oui	0	Mega Drive	oui	non	0.0	non
49.9	5.9	Occasion	Oui	0	PS2	oui	oui	0.0	non
179.9	7.99	Occasion	Oui	0	Game cube	oui	oui	0.0	non
49.99	12.9	Occasion	Oui	0	2DS	NaN	oui	2.0	non
129.0	10.75	Occasion	Non	0	Game Boy Color	NaN	oui	0.0	oui
31.9	4.99	Occasion	Non	0	DSlite	NaN	oui	0.0	non
124.9	5.45	Occasion	Non	0	N64	oui	oui	0.0	non
180.0	8.9	Occasion	Non	0	Saturn	oui	oui	0.0	non
59.5	5.99	Occasion	Non	0	Wii	oui	oui	6.0	non
199.0	9.9	Occasion	Non	0	PS2	oui	oui	0.0	non
160.0	10.0	Occasion	Non	0	Switch	oui	oui	0.0	non
65.0	15.0	Occasion	Non	0	Wii	oui	oui	3.0	non
1199.9	49.9	Occasion	Oui	0	PS2	oui	oui	0.0	non
29.9	4.9	Pour pièces détachées/ne fonctionne pas	Oui	0	NES	oui	non	0.0	non
349.99	14.5	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
160.0	0.0	Occasion	Oui	500.0	Xbox One	oui	oui	0.0	non
99.0	0.0	Occasion	Non	0	Wii U	NaN	oui	0.0	non
55.0	0.0	Occasion	Non	0	PSP	NaN	oui	0.0	non
30.0	0.0	Pour pièces détachées/ne fonctionne pas	Oui	0	SNES	NaN	oui	0.0	non
44.99	5.0	Occasion	Oui	0	DSlite	NaN	oui	0.0	non
119.99	0.0	Neuf	Oui	0	SNES	NaN	oui	0.0	non
790.0	0.0	Neuf	Oui	0	Game cube	NaN	oui	0.0	non
40.0	13.5	Occasion	Non	0	Wii	oui	oui	0.0	non
78.0	3.95	Occasion	Non	0	WonderSwan	NaN	oui	0.0	non
300.0	20.0	Occasion	Non	0	NES	oui	oui	0.0	non
79.9	14.1	Occasion	Oui	0	Wii	NaN	oui	0.0	non
39.9	5.9	Occasion	Oui	0	Wii	oui	oui	2.0	non
199.99	15.0	Occasion	Non	0	Switch	NaN	oui	0.0	non
189.99	0.0	Occasion	Non	0	Wii U	NaN	oui	0.0	non
70.0	15.0	Occasion	Oui	0	Game cube	oui	oui	0.0	non
109.99	15.99	Occasion	Oui	0	SNES	oui	oui	0.0	non
89.0	5.95	Occasion	Oui	NaN	Xbox 360	NaN	oui	0.0	oui
90.0	6.0	Occasion	Non	0	NES	NaN	oui	0.0	non
295.0	6.0	Occasion	Non	0	NES	oui	oui	0.0	non
110.0	0.0	Occasion	Non	0	Nintendo Mini	oui	oui	1.0	non
240.0	0.0	Occasion	Non	500.0	PS4 slim	NaN	oui	5.0	non
83.0	15.0	Occasion	Oui	0	PS2 slim	NaN	oui	0.0	non
48.99	3.95	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
100.0	10.0	Occasion	Non	0	Xbox	oui	oui	1.0	non
75.0	8.0	Occasion	Non	0	PS1	oui	oui	0.0	non
79.9	4.9	Occasion	Oui	0	Mega Drive II	oui	oui	0.0	non
180.0	20.5	Occasion	Non	0	Wii U	oui	oui	0.0	non
239.99	6.7	Occasion	Oui	0	SNES	oui	oui	0.0	non
45.0	14.0	Occasion	Non	0	Wii	oui	oui	6.0	non
65.0	11.9	Occasion	Oui	250.0	Xbox 360	oui	oui	5.0	non
100.0	11.9	Occasion	Non	0	PS2 slim	oui	oui	13.0	non
149.0	14.0	Occasion	Oui	500.0	Xbox One S	oui	oui	2.0	non
174.4	10.0	Occasion	Oui	0	NES	NaN	oui	0.0	non
35.0	4.5	Occasion	Oui	0	PS1	NaN	oui	0.0	non
50.0	15.0	Pour pièces détachées/ne fonctionne pas	Oui	0	Switch	NaN	oui	0.0	non
74.99	6.95	Reconditionné par le vendeur	Oui	0	NES	oui	oui	0.0	non
109.99	7.0	Occasion	Non	0	Wii	oui	oui	0.0	oui
119.9	0.0	Neuf	Non	0	Nintendo Mini	NaN	oui	0.0	non
200.0	0.0	Occasion	Non	0	Switch	NaN	oui	0.0	non
69.0	3.95	Occasion	Oui	0	Game Boy Color	NaN	oui	2.0	non
462.79	14.9	Occasion	Oui	0	NES	NaN	oui	0.0	oui
149.9	0.0	Occasion	Oui	0	Xbox	oui	oui	0.0	non
70.0	5.6	Occasion	Non	0	DSi XL	NaN	oui	0.0	non
389.0	20.0	Neuf	Non	0	PS2	NaN	oui	0.0	non
92.05	16.95	Occasion	Oui	0	PSP	NaN	oui	0.0	non
