prix	livraison	etat	retour	memoire	console	manette	cable	nbjeu	edition
449.9	17.98	Occasion	Oui	0	Master System	oui	oui	0.0	non
199.9	9.98	Occasion	Oui	0	Game Boy	oui	oui	0.0	non
219.9	15.98	Occasion	Oui	0	N64	non	oui	0.0	oui
449.9	17.98	Occasion	Oui	0	NES	oui	oui	0.0	non
199.99	6.99	Occasion	Non	0	NES	oui	oui	0.0	non
289.9	16.98	Occasion	Oui	0	SNES	oui	oui	0.0	non
250.0	0.0	Occasion	Oui	0	DSi	oui	oui	0.0	non
136.89	0.0	Occasion	Oui	0	Game cube	oui	oui	0.0	non
279.9	16.98	Occasion	Oui	0	NES	oui	oui	0.0	non
75.0	6.0	Occasion	Oui	0	PS2	non	oui	17.0	non
199.99	15.15	Occasion	Oui	0	Game cube	oui	oui	0.0	non
30.0	0.0	Occasion	Oui	0	Master System	non	non	0.0	non
159.99	5.0	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
149.99	6.99	Occasion	Non	0	Saturn	oui	oui	0.0	non
446.25	0.0	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	oui
151.13	0.0	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
149.9	14.98	Occasion	Oui	0	Saturn	oui	oui	0.0	non
250.0	6.0	Occasion	Non	0	Switch	oui	oui	0.0	non
279.99	17.1	Occasion	Oui	0	Game cube	oui	oui	0.0	oui
55.0	0.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
179.9	12.98	Occasion	Oui	0	GBA	oui	oui	0.0	non
199.9	17.98	Occasion	Oui	0	Saturn	oui	oui	0.0	non
89.9	9.78	Occasion	Oui	0	Game Boy	oui	oui	0.0	non
65.0	0.0	Occasion	Oui	0	2DS	NaN	oui	1.0	non
49.95	4.5	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
699.9	20.98	Occasion	Oui	0	NES	oui	oui	0.0	non
149.9	15.98	Occasion	Oui	NaN	Xbox 360	oui	oui	0.0	oui
49.9	8.98	Occasion	Oui	0	NES	oui	oui	0.0	non
189.9	0.0	Occasion	Oui	0	PSP	NaN	oui	0.0	oui
165.0	12.9	Reconditionné par le vendeur	Oui	0	Game Gear	oui	oui	0.0	non
249.9	17.98	Occasion	Oui	0	PS2 slim	oui	oui	0.0	non
79.9	7.28	Occasion	Oui	0	Atari 2600	oui	oui	0.0	non
299.99	6.99	Occasion	Non	0	Mega Drive	NaN	oui	0.0	non
699.9	20.98	Occasion	Oui	0	SNES	oui	oui	0.0	non
249.9	15.98	Occasion	Oui	0	Game cube	oui	oui	0.0	non
299.5	16.5	Occasion	Oui	0	NES	NaN	oui	0.0	non
390.0	8.0	Occasion	Oui	0	SNES	NaN	oui	0.0	non
99.99	19.99	Occasion	Oui	0	PS1	oui	oui	0.0	non
99.9	22.0	Occasion	Non	0	NES	NaN	oui	0.0	non
1049.99	6.99	Occasion	Non	0	Game cube	oui	oui	0.0	non
144.99	6.99	Occasion	Non	0	Mega Drive	oui	oui	0.0	non
499.9	19.98	Occasion	Oui	0	Master System	oui	oui	0.0	non
79.9	14.78	Occasion	Oui	0	NES	oui	oui	0.0	non
79.0	5.9	Occasion	Non	0	WonderSwan	NaN	oui	0.0	non
179.9	9.98	Occasion	Oui	0	Game Boy Color	oui	oui	0.0	non
139.9	17.98	Occasion	Oui	0	PS1	oui	oui	0.0	non
149.99	6.99	Occasion	Non	0	Saturn	oui	oui	0.0	non
179.0	0.0	Occasion	Oui	0	PSP	NaN	oui	0.0	oui
149.99	0.0	Occasion	Oui	0	3DS XL	NaN	oui	1.0	non
149.9	9.98	Occasion	Oui	0	GBA	oui	oui	0.0	non
400.0	0.0	Occasion	Oui	0	Switch	NaN	oui	0.0	non
60.0	0.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
70.0	0.0	Occasion	Oui	0	Mega Drive II	oui	oui	0.0	non
79.9	14.78	Occasion	Oui	0	NES	oui	oui	0.0	non
249.99	6.99	Occasion	Non	0	N64	oui	oui	3.0	non
99.9	8.98	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
28.0	0.0	Occasion	Oui	0	Mega Drive II	non	non	0.0	non
99.9	13.98	Occasion	Oui	0	PS2	oui	oui	0.0	non
179.0	12.9	Occasion	Oui	0	SNES	NaN	oui	0.0	non
55.0	0.0	Occasion	Oui	0	Wii	NaN	oui	0.0	non
69.9	6.9	Reconditionné par le vendeur	Non	0	GBA	NaN	oui	0.0	non
79.99	8.4	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
179.9	6.9	Reconditionné par le vendeur	Non	0	Game Boy	NaN	oui	0.0	non
119.0	0.0	Reconditionné par le vendeur	Oui	NaN	PS4 PRO	oui	oui	0.0	non
109.0	5.99	Occasion	Non	0	3DS	NaN	oui	0.0	non
129.99	19.95	Occasion	Oui	0	WonderSwan	oui	oui	0.0	oui
25.0	0.0	Occasion	Oui	0	Mega Drive	non	non	0.0	non
349.9	16.98	Occasion	Oui	0	SNES	oui	oui	0.0	non
299.99	17.1	Occasion	Oui	0	Game cube	oui	oui	0.0	non
200.0	5.0	Occasion	Oui	0	Game Boy Color	oui	oui	0.0	non
89.9	6.9	Reconditionné par le vendeur	Non	0	Game Boy	NaN	oui	0.0	non
55.0	0.0	Occasion	Non	0	Wii	oui	oui	5.0	non
40.0	0.0	Occasion	Oui	0	SNES	non	non	0.0	non
141.37	0.0	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
199.9	8.9	Reconditionné par le vendeur	Non	0	GBA SP	NaN	oui	0.0	non
55.0	0.0	Occasion	Non	0	Wii	oui	oui	5.0	non
181.0	15.99	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
57.12	0.0	Pour pièces détachées/ne fonctionne pas	Non	0	NES	oui	oui	0.0	non
230.0	0.0	Occasion	Non	0	SNES	oui	oui	14.0	non
69.9	7.28	Occasion	Oui	0	Atari 2600	oui	oui	0.0	non
64.26	0.0	Occasion	Non	0	NES	oui	oui	0.0	non
229.9	8.9	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
301.5	15.0	Occasion	Non	0	SNES	oui	oui	3.0	non
49.9	5.5	Occasion	Non	0	PS1	oui	oui	0.0	non
75.0	0.0	Occasion	Oui	0	2DS	NaN	oui	0.0	oui
179.0	12.9	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	non
249.99	10.0	Occasion	Oui	0	2DS	NaN	oui	0.0	oui
129.99	19.95	Occasion	Oui	0	WonderSwan	oui	oui	0.0	oui
149.9	3.28	Occasion	Oui	0	Neo-Geo AES	oui	oui	0.0	non
54.5	13.5	Occasion	Oui	0	Game&Watch	oui	oui	0.0	non
149.9	0.0	Occasion	Oui	NaN	Xbox 360	oui	oui	0.0	non
699.99	9.25	Occasion	Oui	0	Game Boy	oui	oui	0.0	non
45.0	0.0	Occasion	Oui	0	Game cube	oui	non	0.0	non
59.9	0.0	Occasion	Oui	0	Mega Drive	NaN	oui	1.0	non
59.99	7.4	Occasion	Oui	0	Mega Drive	NaN	oui	18.0	non
59.9	10.98	Occasion	Oui	0	NES	oui	oui	0.0	non
199.9	15.98	Occasion	Oui	0	Switch	oui	oui	0.0	non
199.9	11.98	Occasion	Oui	0	PS2	oui	oui	0.0	non
450.0	0.0	Occasion	Non	0	PS2 slim	oui	oui	0.0	non
85.0	0.0	Occasion	Oui	0	PS2	NaN	oui	0.0	non
54.9	4.9	Occasion	Oui	0	SNES	oui	oui	0.0	non
299.0	15.0	Occasion	Oui	NaN	PS4 slim	oui	oui	0.0	oui
90.0	0.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
71.39	0.0	Occasion	Non	0	Master System II	NaN	oui	0.0	non
215.0	0.0	Occasion	Oui	0	GBA	NaN	oui	0.0	non
89.0	0.0	Occasion	Oui	0	PSP	NaN	oui	2.0	non
74.9	4.9	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
120.0	4.8	Occasion	Oui	0	PS2	oui	oui	1.0	non
189.0	11.98	Occasion	Oui	0	Atari 2600	oui	oui	3.0	non
92.0	3.95	Occasion	Oui	0	Game Boy Color	NaN	oui	6.0	non
179.99	9.25	Occasion	Oui	0	Game Boy Color	oui	oui	0.0	non
29.99	14.95	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
115.9	3.9	Occasion	Oui	0	GBA SP	NaN	oui	0.0	non
34.99	4.8	Occasion	Oui	0	PS2 slim	oui	non	0.0	non
129.9	7.28	Occasion	Oui	0	Atari 2600	oui	oui	0.0	non
89.9	6.9	Reconditionné par le vendeur	Non	0	Game Boy	NaN	oui	0.0	non
89.99	10.0	Pour pièces détachées/ne fonctionne pas	Oui	0	WonderSwan	NaN	oui	0.0	oui
149.9	10.78	Occasion	Oui	0	PS1	oui	oui	0.0	non
39.9	7.28	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
390.0	7.0	Occasion	Non	0	Switch	oui	oui	0.0	non
75.0	0.0	Occasion	Oui	0	Nintendo Mini	NaN	oui	0.0	non
220.0	0.0	Occasion	Oui	0	SNES	oui	oui	0.0	non
229.9	10.98	Occasion	Oui	0	Game cube	oui	oui	0.0	non
49.98	0.0	Pour pièces détachées/ne fonctionne pas	Non	0	NES	oui	oui	0.0	non
29.9	7.28	Occasion	Oui	0	Game cube	oui	oui	0.0	non
189.99	14.99	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
49.9	4.0	Occasion	Oui	0	SNES	oui	non	0.0	non
55.0	0.0	Occasion	Non	0	Wii	oui	oui	5.0	non
35.0	3.95	Reconditionné par le vendeur	Oui	0	N64	oui	oui	0.0	non
99.9	5.5	Reconditionné par le vendeur	Non	0	N64	oui	oui	0.0	non
79.9	0.0	Occasion	Oui	0	2DS	NaN	oui	0.0	non
124.9	6.9	Occasion	Oui	0	Wii U	NaN	oui	0.0	non
72.29	0.0	Pour pièces détachées/ne fonctionne pas	Oui	0	Atari 7800	non	non	0.0	non
45.9	9.9	Occasion	Oui	0	Xbox	oui	oui	0.0	non
249.9	11.98	Occasion	Oui	0	N64	oui	oui	0.0	non
110.0	0.0	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
99.89	0.0	Occasion	Non	0	DSi	NaN	oui	7.0	non
144.99	6.99	Occasion	Non	0	Saturn	oui	oui	0.0	non
329.9	22.0	Neuf	Oui	0	Game Boy	NaN	oui	0.0	non
100.0	0.0	Pour pièces détachées/ne fonctionne pas	Oui	NaN	Xbox 360	oui	oui	0.0	non
109.9	8.98	Occasion	Oui	0	Xbox	oui	oui	0.0	non
199.9	8.9	Reconditionné par le vendeur	Non	0	GBA SP	NaN	oui	0.0	non
300.0	15.0	Occasion	Oui	0	SNES	oui	oui	14.0	non
179.9	9.98	Occasion	Oui	0	Game&Watch	oui	oui	0.0	non
249.9	11.98	Occasion	Oui	0	Game&Watch	oui	oui	0.0	non
139.9	0.0	Occasion	Oui	0	Wii U	NaN	oui	0.0	non
462.0	18.0	Occasion	Oui	0	NES	NaN	oui	0.0	non
100.0	0.0	Pour pièces détachées/ne fonctionne pas	Oui	0	SNES	NaN	oui	0.0	non
249.99	17.1	Occasion	Oui	0	Game cube	oui	oui	0.0	non
79.9	4.9	Occasion	Oui	0	Master System	oui	oui	0.0	non
309.4	0.0	Occasion	Oui	0	Mega Drive	NaN	oui	0.0	non
799.9	29.0	Occasion	Non	0	N64	NaN	oui	0.0	non
199.9	5.5	Reconditionné par le vendeur	Non	0	Game Boy	NaN	oui	0.0	non
27.0	6.0	Occasion	Oui	0	DSlite	NaN	oui	0.0	non
34.9	0.0	Occasion	Oui	0	DSi	NaN	oui	0.0	non
110.0	0.0	Occasion	Oui	0	Wii U	NaN	oui	0.0	non
269.99	19.95	Occasion	Oui	0	WonderSwan Color	oui	oui	0.0	oui
39.9	4.0	Occasion	Oui	0	SNES	oui	non	0.0	non
69.0	13.0	Occasion	Oui	0	PS1	oui	oui	0.0	non
59.9	7.28	Occasion	Oui	0	N64	oui	oui	0.0	non
199.12	0.0	Occasion	Non	0	NES	oui	oui	0.0	non
32.5	3.5	Occasion	Non	0	GBA SP	NaN	oui	0.0	non
44.9	8.98	Occasion	Oui	0	Wii	oui	oui	0.0	non
43.0	4.5	Occasion	Non	0	Game&Watch	NaN	oui	0.0	non
99.9	12.78	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
78.54	0.0	Occasion	Non	0	GBA SP	NaN	oui	0.0	non
84.9	1.9	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
350.0	10.0	Reconditionné par le vendeur	Non	2000.0	Xbox One	oui	oui	0.0	oui
140.0	0.0	Occasion	Oui	0	PSP	NaN	oui	0.0	non
84.9	14.78	Occasion	Oui	0	Mega Drive II	oui	oui	0.0	non
99.0	6.0	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
149.9	9.98	Occasion	Oui	0	NGP	oui	oui	0.0	non
59.9	6.9	Reconditionné par le vendeur	Non	0	Game Boy	NaN	oui	0.0	non
124.99	0.0	Occasion	Non	0	PSP	NaN	oui	0.0	non
75.0	14.0	Occasion	Oui	0	SNES	NaN	oui	0.0	non
199.9	14.98	Occasion	Oui	0	Game cube	oui	oui	0.0	non
239.99	19.95	Occasion	Oui	0	Game Boy	oui	oui	0.0	oui
95.0	6.0	Occasion	Oui	0	3DS	NaN	oui	5.0	non
150.0	10.0	Occasion	Oui	0	NGP	NaN	oui	0.0	non
55.9	3.9	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
64.26	0.0	Pour pièces détachées/ne fonctionne pas	Non	0	NES	oui	oui	0.0	non
145.66	0.0	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
219.9	13.98	Occasion	Oui	0	3DS XL	oui	oui	0.0	non
29.9	7.28	Occasion	Oui	0	Game cube	oui	oui	0.0	non
69.9	7.8	Occasion	Non	0	Game Boy	oui	oui	0.0	non
429.99	6.99	Occasion	Non	0	Dreamcast	oui	oui	0.0	non
79.95	4.5	Occasion	Non	0	GBA SP	NaN	oui	0.0	non
199.9	14.1	Occasion	Oui	0	PS2 slim	NaN	oui	0.0	non
129.99	19.4	Occasion	Non	0	SNES	NaN	oui	0.0	non
50.0	0.0	Occasion	Oui	0	Game cube	oui	non	0.0	non
299.99	39.9	Neuf	Oui	0	Nintendo Mini	oui	oui	0.0	non
273.99	35.99	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
65.0	6.3	Occasion	Non	0	N64	oui	oui	0.0	non
114.24	0.0	Pour pièces détachées/ne fonctionne pas	Oui	0	NGP	NaN	oui	0.0	non
439.99	6.99	Occasion	Non	0	Saturn	oui	oui	0.0	non
349.9	20.0	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	oui
319.99	17.1	Occasion	Oui	0	Game cube	oui	oui	0.0	non
499.9	20.0	Occasion	Oui	0	Dreamcast	NaN	oui	0.0	oui
179.99	0.0	Occasion	Non	0	PSP	NaN	oui	0.0	non
399.99	29.95	Occasion	Oui	0	DSlite	oui	oui	0.0	oui
72.9	4.9	Occasion	Oui	0	N64	oui	oui	0.0	non
84.9	0.0	Occasion	Oui	60.0	Xbox 360	oui	oui	0.0	non
349.99	16.0	Occasion	Oui	0	Master System	NaN	oui	0.0	non
49.9	7.28	Occasion	Oui	0	SNES	oui	oui	0.0	non
171.36	0.0	Occasion	Non	0	NES	NaN	oui	0.0	non
1650.99	55.99	Occasion	Non	0	SNES	oui	oui	0.0	non
399.9	12.28	Occasion	Oui	0	Saturn	oui	oui	0.0	non
24.9	4.78	Occasion	Oui	0	N64	oui	oui	0.0	non
199.9	7.28	Occasion	Oui	0	Atari 2600	oui	oui	0.0	non
45.0	0.0	Pour pièces détachées/ne fonctionne pas	Oui	0	PS1	oui	non	0.0	non
169.9	19.0	Occasion	Oui	0	Game cube	NaN	oui	0.0	non
50.0	0.0	Occasion	Oui	0	PS2	oui	oui	0.0	non
129.9	17.98	Occasion	Oui	NaN	PS3	oui	oui	0.0	non
37.95	0.0	Occasion	Non	0	DSlite	NaN	oui	0.0	non
74.95	17.95	Occasion	Non	0	PS2	oui	oui	0.0	non
200.0	0.0	Occasion	Oui	0	PS2 slim	oui	oui	0.0	non
199.95	0.0	Occasion	Oui	0	Saturn	oui	oui	0.0	non
29.9	7.28	Occasion	Oui	0	PS2	oui	oui	0.0	non
105.31	0.0	Occasion	Non	0	PS2	oui	oui	3.0	non
32.9	0.0	Occasion	Oui	0	DSi	NaN	oui	0.0	non
599.99	6.99	Occasion	Non	0	Saturn	oui	oui	0.0	non
65.9	3.9	Occasion	Oui	0	DSi XL	NaN	oui	0.0	non
125.0	14.0	Occasion	Non	0	Game cube	oui	oui	0.0	non
399.0	40.0	Occasion	Non	0	PS2	NaN	oui	0.0	non
49.9	4.8	Occasion	Oui	0	DSi	NaN	oui	6.0	non
399.9	13.28	Occasion	Oui	0	Game&Watch	oui	oui	0.0	non
199.0	0.0	Occasion	Oui	0	PSP	NaN	oui	0.0	oui
179.99	19.95	Occasion	Oui	0	NGPC	oui	oui	0.0	non
124.99	3.95	Occasion	Non	0	PSP	NaN	oui	0.0	non
117.81	0.0	Pour pièces détachées/ne fonctionne pas	Non	0	Game Gear	NaN	oui	0.0	non
79.9	22.0	Occasion	Non	0	PS1	NaN	oui	0.0	non
221.21	0.0	Occasion	Non	0	SNES	NaN	oui	0.0	non
130.0	0.0	Occasion	Oui	NaN	Xbox 360	oui	oui	0.0	non
124.9	6.9	Occasion	Non	0	GBA SP	NaN	oui	0.0	non
29.9	7.28	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
125.0	0.0	Occasion	Oui	0	2DS	NaN	oui	0.0	non
120.0	0.0	Occasion	Non	120.0	Xbox 360s	oui	oui	2.0	non
90.0	4.8	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
89.9	0.0	Occasion	Oui	0	GBA SP	NaN	oui	0.0	oui
77.99	11.99	Occasion	Oui	0	PSP	NaN	oui	0.0	non
179.9	11.98	Occasion	Oui	0	PSP	oui	oui	0.0	non
64.26	0.0	Occasion	Non	0	Game cube	NaN	oui	0.0	non
159.9	17.98	Occasion	Oui	NaN	PS3	oui	oui	0.0	non
69.0	15.0	Pour pièces détachées/ne fonctionne pas	Oui	40.0	PS3	oui	oui	0.0	non
219.99	9.9	Occasion	Non	0	Switch lite	oui	oui	0.0	non
329.9	16.98	Occasion	Oui	0	Game cube	oui	oui	0.0	oui
129.9	17.98	Occasion	Oui	NaN	Xbox 360	oui	oui	0.0	non
149.0	42.3	Occasion	Oui	0	PS2	oui	oui	0.0	non
42.84	0.0	Occasion	Non	0	NES	oui	oui	1.0	non
179.9	12.98	Occasion	Oui	0	GBA	oui	oui	0.0	oui
70.0	29.0	Occasion	Non	0	SNES	oui	oui	0.0	non
199.9	9.98	Occasion	Oui	0	Game&Watch	oui	oui	0.0	non
85.68	0.0	Occasion	Non	0	SNES	oui	oui	0.0	non
110.0	6.99	Occasion	Oui	0	NES	NaN	oui	0.0	non
1689.0	16.1	Occasion	Non	0	3DS	NaN	oui	20.0	non
199.99	16.0	Occasion	Oui	0	Mega Drive	NaN	oui	0.0	non
89.99	5.9	Reconditionné par le vendeur	Oui	0	Game Boy	NaN	oui	1.0	oui
140.0	0.0	Occasion	Oui	0	2DS	NaN	oui	0.0	non
199.0	40.0	Occasion	Non	0	PS2	NaN	oui	0.0	non
39.9	7.28	Occasion	Oui	0	SNES	oui	oui	0.0	non
119.0	8.99	Reconditionné par le vendeur	Oui	80.0	PS3	oui	oui	0.0	oui
149.99	6.99	Occasion	Non	0	Saturn	oui	oui	0.0	non
229.0	6.0	Occasion	Oui	0	3DS XL	NaN	oui	0.0	non
499.9	4.9	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
329.9	15.98	Occasion	Oui	0	DSi XL	oui	oui	0.0	non
169.99	0.0	Occasion	Oui	0	3DS	NaN	oui	0.0	non
44.9	0.0	Occasion	Oui	0	N64	oui	non	0.0	non
156.97	4.0	Occasion	Non	0	Game Boy	oui	oui	0.0	non
49.99	14.99	Neuf	Oui	0	Game&Watch	NaN	oui	0.0	non
270.0	5.0	Occasion	Oui	0	Switch	oui	oui	7.0	non
99.9	0.0	Occasion	Oui	0	3DS	NaN	oui	0.0	non
39.9	9.5	Occasion	Non	0	PS2 slim	oui	oui	0.0	non
99.9	9.78	Occasion	Oui	0	PS2	oui	oui	0.0	non
349.99	8.4	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
99.99	0.0	Occasion	Oui	0	DSi XL	NaN	oui	0.0	non
74.9	7.75	Reconditionné par le vendeur	Oui	0	Game Boy Color	NaN	oui	0.0	non
339.99	14.99	Neuf	Oui	0	Switch	NaN	oui	0.0	non
55.0	9.9	Occasion	Oui	0	Xbox	oui	oui	0.0	non
49.99	4.8	Occasion	Oui	0	PS1	oui	non	0.0	non
442.5	0.0	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
209.0	8.99	Occasion	Oui	60.0	PS3	oui	oui	0.0	non
20.0	8.0	Pour pièces détachées/ne fonctionne pas	Oui	0	Game cube	non	non	0.0	non
99.9	0.0	Occasion	Oui	250.0	PS3	oui	oui	4.0	non
159.9	14.98	Occasion	Oui	0	Mega Drive II	oui	oui	0.0	non
249.9	21.9	Occasion	Oui	0	WonderSwan	NaN	oui	0.0	non
100.0	16.0	Occasion	Non	250.0	Xbox 360s	oui	oui	0.0	non
120.0	0.0	Pour pièces détachées/ne fonctionne pas	Oui	NaN	Xbox 360	oui	oui	0.0	non
119.99	10.5	Occasion	Oui	0	GBA SP	oui	oui	0.0	oui
70.0	10.0	Occasion	Non	500.0	PS3 ultra slim	oui	oui	0.0	non
40.0	9.5	Occasion	Oui	0	SNES	oui	oui	0.0	non
153.0	3.9	Occasion	Oui	0	NGPC	NaN	oui	0.0	non
1369.0	16.1	Occasion	Non	0	3DS	NaN	oui	20.0	non
114.23	0.0	Occasion	Non	0	PS2	NaN	oui	2.0	non
140.0	5.0	Reconditionné par le vendeur	Non	0	Atari 2600	oui	oui	3.0	non
100.0	9.5	Occasion	Oui	0	SNES	NaN	oui	0.0	non
57.12	0.0	Occasion	Non	0	NES	NaN	oui	0.0	non
149.9	7.9	Occasion	Oui	0	SNES	oui	oui	0.0	non
100.0	3.95	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
64.9	4.9	Occasion	Oui	120.0	PS3	oui	oui	0.0	non
39.9	10.0	Occasion	Oui	0	PS2	oui	oui	3.0	non
79.99	10.5	Occasion	Oui	0	Game Boy Color	oui	oui	0.0	non
24.9	9.5	Pour pièces détachées/ne fonctionne pas	Non	0	NES	NaN	oui	0.0	non
250.0	9.5	Occasion	Oui	0	Mega Drive	oui	oui	0.0	non
105.9	3.9	Occasion	Oui	0	Game Boy	NaN	oui	0.0	non
74.9	8.98	Occasion	Oui	0	Dreamcast	oui	oui	0.0	non
54.9	9.9	Occasion	Oui	0	Xbox	oui	oui	0.0	non
399.9	0.0	Occasion	Oui	2000.0	Xbox One	oui	oui	0.0	non
114.23	0.0	Occasion	Non	0	PS2	oui	oui	0.0	oui
150.0	37.0	Occasion	Oui	0	NES	NaN	oui	0.0	non
180.0	10.5	Occasion	Oui	0	PS Vita	oui	oui	0.0	non
70.0	11.6	Occasion	Oui	0	Neo-Geo AES	oui	oui	0.0	non
199.9	17.98	Occasion	Oui	NaN	PS3	oui	oui	0.0	non
49.9	0.0	Occasion	Oui	0	PS1	oui	oui	0.0	non
50.0	4.5	Occasion	Oui	0	SNES	oui	oui	0.0	non
139.99	19.4	Occasion	Non	0	Game Boy Color	NaN	oui	0.0	non
339.99	14.99	Neuf	Oui	0	Switch	NaN	oui	0.0	non
65.0	15.0	Occasion	Non	0	DSlite	NaN	oui	0.0	non
176.99	0.0	Occasion	Non	0	Game cube	NaN	oui	0.0	non
75.0	9.5	Occasion	Oui	0	SNES	NaN	oui	0.0	non
185.0	15.0	Occasion	Non	0	NES	oui	oui	10.0	non
140.27	0.0	Occasion	Oui	0	NES	oui	oui	0.0	non
104.4	10.0	Occasion	Oui	0	Master System II	NaN	oui	0.0	non
114.23	0.0	Occasion	Non	0	PS2	NaN	oui	2.0	non
29.75	0.0	Occasion	Oui	0	Wii	oui	oui	0.0	non
94.9	4.9	Occasion	Oui	0	Mega Drive	NaN	oui	0.0	non
99.95	0.0	Occasion	Non	0	PS2	NaN	oui	2.0	non
44.9	4.78	Occasion	Oui	0	PS1	oui	oui	0.0	non
539.0	7.9	Occasion	Oui	0	Game Boy Color	NaN	oui	0.0	non
19.8	7.99	Pour pièces détachées/ne fonctionne pas	Oui	320.0	PS3 slim	NaN	oui	0.0	non
37.9	0.0	Occasion	Oui	0	DSi	NaN	oui	0.0	non
399.99	8.75	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
299.99	7.4	Occasion	Oui	0	Game&Watch	NaN	oui	0.0	non
65.9	4.9	Occasion	Oui	0	PSP	NaN	oui	0.0	non
129.0	14.0	Occasion	Non	0	N64	oui	oui	0.0	non
799.99	29.95	Occasion	Oui	0	DSlite	oui	oui	0.0	oui
1061.12	0.0	Occasion	Non	0	Game Boy	NaN	oui	0.0	non
499.99	39.99	Occasion	Non	0	Game cube	oui	oui	0.0	oui
221.24	0.0	Occasion	Non	0	GBA	NaN	oui	0.0	non
29.99	21.11	Occasion	Oui	0	NES	oui	oui	0.0	non
159.9	17.98	Occasion	Oui	NaN	PS3	oui	oui	0.0	non
160.0	9.5	Occasion	Oui	0	SNES	oui	oui	0.0	non
149.0	11.99	Reconditionné par le vendeur	Oui	80.0	PS3	oui	oui	0.0	oui
85.67	0.0	Occasion	Non	0	Wii	NaN	oui	0.0	non
29.9	4.78	Occasion	Oui	0	Saturn	oui	oui	0.0	non
110.62	0.0	Occasion	Oui	0	PS2	oui	oui	0.0	non
19.99	8.0	Pour pièces détachées/ne fonctionne pas	Oui	0	PS2	oui	non	0.0	non
199.9	21.9	Occasion	Oui	0	WonderSwan	NaN	oui	0.0	non
329.9	12.98	Occasion	Oui	0	Game cube	oui	oui	0.0	non
130.0	7.0	Occasion	Oui	0	Dreamcast	oui	oui	0.0	non
40.0	4.9	Occasion	Oui	0	Atari 2600	non	oui	0.0	non
40.9	3.9	Occasion	Oui	0	PS2 slim	non	oui	0.0	non
29.73	0.0	Pour pièces détachées/ne fonctionne pas	Oui	0	Xbox	oui	oui	0.0	non
513.3	0.0	Occasion	Non	0	GBA SP	NaN	oui	0.0	oui
165.0	5.0	Occasion	Non	0	Switch	NaN	oui	0.0	non
29.9	11.9	Occasion	Non	0	DSlite	NaN	oui	0.0	non
475.0	15.0	Occasion	Non	0	Neo-Geo AES	oui	oui	0.0	non
41.5	25.5	Occasion	Non	0	PS1	NaN	oui	0.0	non
36.99	5.99	Reconditionné par le vendeur	Oui	NaN	Xbox 360s	oui	oui	0.0	non
189.99	16.0	Occasion	Oui	0	Master System II	NaN	oui	20.0	non
350.0	20.0	Occasion	Oui	0	PS1	oui	oui	0.0	non
184.81	32.0	Occasion	Oui	0	3DS	oui	oui	1.0	non
69.9	0.0	Occasion	Oui	0	Wii	oui	oui	2.0	non
25.0	3.95	Occasion	Non	0	Wii	non	non	0.0	non
49.9	0.0	Occasion	Oui	0	Nintendo Mini	oui	oui	1.0	non
885.0	0.0	Neuf	Non	NaN	PS4	NaN	oui	0.0	non
49.8	5.99	Reconditionné par le vendeur	Oui	0	Wii U	NaN	oui	0.0	non
49.9	14.5	Occasion	Non	0	Mega Drive	oui	oui	0.0	non
1150.49	0.0	Occasion	Oui	0	SNES	oui	oui	0.0	non
27.59	21.11	Occasion	Oui	0	NES	oui	oui	0.0	non
25.0	9.5	Occasion	Oui	0	SNES	NaN	oui	0.0	non
140.0	11.1	Occasion	Non	0	3DS	NaN	oui	0.0	non
